"Name","State","Notes","User","Tags","Created","Runtime","Sweep","batch_size","dtype","framework","num_models","mode","ConvNet with Global Pooling Benchmark Time.combined.max","ConvNet with Global Pooling Benchmark Time.combined.mean","ConvNet with Global Pooling Benchmark Time.combined.median","ConvNet with Global Pooling Benchmark Time.combined.min","ConvNet with Global Pooling Benchmark Time.combined.std","ConvNet with Global Pooling Benchmark Time.fprop.max","ConvNet with Global Pooling Benchmark Time.fprop.mean","ConvNet with Global Pooling Benchmark Time.fprop.median","ConvNet with Global Pooling Benchmark Time.fprop.min","ConvNet with Global Pooling Benchmark Time.fprop.std","4-layer MLP Benchmark Time.bprop.max","4-layer MLP Benchmark Time.bprop.mean","4-layer MLP Benchmark Time.bprop.median","4-layer MLP Benchmark Time.bprop.min","4-layer MLP Benchmark Time.bprop.std","4-layer MLP Benchmark Time.combined.max","4-layer MLP Benchmark Time.combined.mean","4-layer MLP Benchmark Time.combined.median","4-layer MLP Benchmark Time.combined.min","4-layer MLP Benchmark Time.combined.std","4-layer MLP Benchmark Time.fprop.max","4-layer MLP Benchmark Time.fprop.mean","4-layer MLP Benchmark Time.fprop.median","4-layer MLP Benchmark Time.fprop.min","4-layer MLP Benchmark Time.fprop.std","Conv Layer Benchmark Time.combined.max","Conv Layer Benchmark Time.combined.mean","Conv Layer Benchmark Time.combined.median","Conv Layer Benchmark Time.combined.min","Conv Layer Benchmark Time.combined.std","Conv Layer Benchmark Time.fprop.max","Conv Layer Benchmark Time.fprop.mean","Conv Layer Benchmark Time.fprop.median","Conv Layer Benchmark Time.fprop.min","Conv Layer Benchmark Time.fprop.std","ConvNet with Global Pooling Benchmark Time.bprop.max","ConvNet with Global Pooling Benchmark Time.bprop.mean","ConvNet with Global Pooling Benchmark Time.bprop.median","ConvNet with Global Pooling Benchmark Time.bprop.min","ConvNet with Global Pooling Benchmark Time.bprop.std","MLP Benchmark Time.combined.max","MLP Benchmark Time.combined.mean","MLP Benchmark Time.combined.median","MLP Benchmark Time.combined.min","MLP Benchmark Time.combined.std","MLP Benchmark Time.fprop.max","MLP Benchmark Time.fprop.mean","MLP Benchmark Time.fprop.median","MLP Benchmark Time.fprop.min","MLP Benchmark Time.fprop.std","error"
"pytorch-benchmark-B1-N50-dtype<class 'jax.numpy.float32'>-modejit-type('four_mlp',)","finished","-","evolvingfungus","","2023-10-16T18:23:02.000Z","8","","50","jax.numpy.float32","jax","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B50-N50-dtypetorch.float32-modenormal","finished","-","evolvingfungus","","2023-10-16T18:22:52.000Z","21","","50","torch.float32","pytorch","50","normal","0.12091779708862305","0.1093842089176178","0.10785365104675292","0.10359573364257812","0.004109502304345369","0.005630016326904297","0.0017952132038772106","0.0016355514526367188","0.0013353824615478516","0.0004797397996298969","0.02614426612854004","0.013773953542113304","0.013284683227539062","0.009421110153198242","0.002044177148491144","0.026401281356811523","0.014042172580957413","0.01352214813232422","0.009700536727905272","0.0020364143420010805","0.0006177425384521484","0.00026821851497516036","0.00024271011352539065","0.0002341270446777344","0.00006911081436555833","0.002339601516723633","0.00011409282888052984","0.00008630752563476562","0.00008106231689453125","0.00022509077098220587","0.002339601516723633","0.00011409282888052984","0.00008630752563476562","0.00008106231689453125","0.00022509077098220587","0.11923623085021973","0.1075890138745308","0.10602092742919922","0.10187244415283205","0.004040294326841831","0.0002887248992919922","0.00003751993062905967","0.00003504753112792969","0.000029087066650390625","0.000025715773517731577","0.0002887248992919922","0.00003751993062905967","0.00003504753112792969","0.000029087066650390625","0.000025715773517731577",""
"pytorch-benchmark-B1-N50-dtype<class 'jax.numpy.float32'>-modejit-type('single_conv',)","finished","-","evolvingfungus","","2023-10-16T18:22:44.000Z","8","","50","jax.numpy.float32","jax","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B50-N10-dtypetorch.float32-modenormal","finished","-","evolvingfungus","","2023-10-16T18:22:36.000Z","13","","10","torch.float32","pytorch","50","normal","0.035294532775878906","0.02381390519440174","0.022910356521606445","0.022019624710083008","0.002542714588344097","0.008472681045532227","0.001990079879760742","0.001832246780395508","0.0016918182373046875","0.0006934948614798486","0.01968693733215332","0.013070478104054928","0.012782812118530272","0.009978532791137695","0.0011293573770672085","0.019942522048950195","0.013332233764231203","0.013024330139160156","0.010617971420288086","0.0011116366367787125","0.0006690025329589844","0.00026175499078817666","0.0002422332763671875","0.00023245811462402344","0.00006631670839851722","0.004492282867431641","0.0001387763040838763","0.00009751319885253906","0.00008177757263183594","0.0004399049503263086","0.004492282867431641","0.0001387763040838763","0.00009751319885253906","0.00008177757263183594","0.0004399049503263086","0.03330373764038086","0.021823825314641","0.020972251892089844","0.020200729370117188","0.00245312019251287","0.0003764629364013672","0.00004032134893350303","0.000035762786865234375","0.000030040740966796875","0.00003614261368056759","0.0003764629364013672","0.00004032134893350303","0.000035762786865234375","0.000030040740966796875","0.00003614261368056759",""
"pytorch-benchmark-B1-N50-dtype<class 'jax.numpy.float32'>-modejit-type('single_mlp',)","finished","-","evolvingfungus","","2023-10-16T18:22:25.000Z","8","","50","jax.numpy.float32","jax","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B50-N1-dtypetorch.float32-modenormal","finished","-","evolvingfungus","","2023-10-16T18:22:23.000Z","11","","1","torch.float32","pytorch","50","normal","0.03139805793762207","0.01355783734470606","0.01300048828125","0.009974002838134766","0.002503102645277977","0.005568981170654297","0.0017799901543185117","0.0017142295837402344","0.0016520023345947266","0.0003942559123970568","0.019591808319091797","0.013019845820963384","0.01273345947265625","0.0072286128997802734","0.002299738582223654","0.019875049591064453","0.013285312801599504","0.012970685958862305","0.0074863433837890625","0.0022853126283735037","0.0007395744323730469","0.0002654671552591026","0.00023698806762695312","0.0002281665802001953","0.00008609519863966852","0.0019316673278808592","0.00009088039223570377","0.00006604194641113281","0.00006413459777832031","0.00018614983127918097","0.0019316673278808592","0.00009088039223570377","0.00006604194641113281","0.00006413459777832031","0.00018614983127918097","0.025829076766967773","0.011777847073972223","0.01127767562866211","0.008185625076293945","0.0022366205230355263","0.0002892017364501953","0.00003811836359091103","0.00003457069396972656","0.0000286102294921875","0.000025833898689597845","0.0002892017364501953","0.00003811836359091103","0.00003457069396972656","0.0000286102294921875","0.000025833898689597845",""
"pytorch-benchmark-B1-N10-dtype<class 'jax.numpy.float32'>-modejit-typefour_conv","finished","-","evolvingfungus","","2023-10-16T18:22:02.000Z","13","","10","jax.numpy.float32","jax","1","","0.0019197463989257812","0.00118056058883667","0.0011622905731201172","0.0011382102966308594","0.00008402765530985166","0.0019197463989257812","0.00118056058883667","0.0011622905731201172","0.0011382102966308594","0.00008402765530985166","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B1-N10-dtype<class 'jax.numpy.float32'>-modejit-type('four_mlp',)","finished","-","evolvingfungus","","2023-10-16T18:21:43.000Z","8","","10","jax.numpy.float32","jax","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B10-N500-dtypetorch.float32-modenormal","finished","-","evolvingfungus","","2023-10-16T18:21:42.000Z","38","","500","torch.float32","pytorch","10","normal","0.29464221000671387","0.26387858390808105","0.26314210891723633","0.2545037269592285","0.00671699084341526","0.01419377326965332","0.0014327550306916237","0.0011889934539794922","0.0007917881011962891","0.0016415005084127188","0.0717000961303711","0.04617748409509659","0.04414033889770508","0.03597092628479004","0.006954035721719265","0.07195520401000977","0.04646718129515648","0.04447007179260254","0.03660106658935547","0.006949022877961397","0.0006301403045654297","0.00028970002313144505","0.0002713203430175781","0.0002486705780029297","0.00005747517934651114","0.0027489662170410156","0.00011880159581778572","0.00009012222290039062","0.00008082389831542969","0.00026595380040816963","0.0027489662170410156","0.00011880159581778572","0.00009012222290039062","0.00008082389831542969","0.00026595380040816963","0.29328203201293945","0.262445867061615","0.26171278953552246","0.2524449825286865","0.006423710845410824","0.0003204345703125","0.00003671407830552198","0.000034809112548828125","0.000028848648071289062","0.00002910684997914359","0.0003204345703125","0.00003671407830552198","0.000034809112548828125","0.000028848648071289062","0.00002910684997914359",""
"pytorch-benchmark-B10-N100-dtypetorch.float32-modenormal","finished","-","evolvingfungus","","2023-10-16T18:21:26.000Z","14","","100","torch.float32","pytorch","10","normal","0.07175874710083008","0.0545283742249012","0.05334305763244629","0.052468299865722656","0.0034000647719949484","0.008755207061767578","0.0010607934091240168","0.0008018016815185547","0.0006740093231201172","0.001223545172251761","0.021783113479614254","0.013038840144872664","0.012748479843139648","0.008319377899169922","0.0020524777937680483","0.022048234939575195","0.013395631685853004","0.013035774230957031","0.008575916290283203","0.0019742692820727825","0.0022742748260498047","0.00035679101711139083","0.00025653839111328125","0.00023651123046875","0.0003488791116978973","0.00250244140625","0.00011650085798464715","0.00009083747863769533","0.00008058547973632812","0.0002417759969830513","0.00250244140625","0.00011650085798464715","0.00009083747863769533","0.00008058547973632812","0.0002417759969830513","0.07102823257446289","0.05346757918596268","0.05247235298156738","0.04781198501586914","0.00310754356905818","0.00026917457580566406","0.000034892560506705195","0.000029802322387695312","0.0000286102294921875","0.000024031318389461376","0.00026917457580566406","0.000034892560506705195","0.000029802322387695312","0.0000286102294921875","0.000024031318389461376",""
"pytorch-benchmark-B1-N10-dtype<class 'jax.numpy.float32'>-modejit-type('single_conv',)","finished","-","evolvingfungus","","2023-10-16T18:21:25.000Z","7","","10","jax.numpy.float32","jax","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B10-N50-dtypetorch.float32-modenormal","finished","-","evolvingfungus","","2023-10-16T18:21:10.000Z","13","","50","torch.float32","pytorch","10","normal","0.1312241554260254","0.031458135694265366","0.02972555160522461","0.02915024757385254","0.010256134904921057","0.10342907905578612","0.0018462800653651357","0.0007445812225341797","0.0006837844848632812","0.0102628106251359","0.015668153762817383","0.012965237721800804","0.012916326522827148","0.008451223373413086","0.0007021779892966151","0.01591658592224121","0.013222116976976396","0.01316070556640625","0.009099483489990234","0.0006717299111187458","0.0006527900695800781","0.0002568793424870819","0.00024509429931640625","0.0002391338348388672","0.00005950405102339573","0.002732992172241211","0.00012358665117062628","0.00009775161743164062","0.00008130073547363281","0.0002637169964145869","0.002732992172241211","0.00012358665117062628","0.00009775161743164062","0.00008130073547363281","0.0002637169964145869","0.03853082656860352","0.0296118576079607","0.02893638610839844","0.027795076370239254","0.0018853647634387016","0.0005700588226318359","0.00005888700616196729","0.00004315376281738281","0.00004100799560546875","0.00005341574433259666","0.0005700588226318359","0.00005888700616196729","0.00004315376281738281","0.00004100799560546875","0.00005341574433259666",""
"pytorch-benchmark-B1-N10-dtype<class 'jax.numpy.float32'>-modejit-type('single_mlp',)","finished","-","evolvingfungus","","2023-10-16T18:21:06.000Z","8","","10","jax.numpy.float32","jax","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B10-N10-dtypetorch.float32-modenormal","finished","-","evolvingfungus","","2023-10-16T18:20:57.000Z","11","","10","torch.float32","pytorch","10","normal","0.02132964134216309","0.013409147039055824","0.01294851303100586","0.010509252548217772","0.0017357924953103063","0.005360603332519531","0.000944192404858768","0.0008099079132080078","0.0007698535919189453","0.0005085629527457058","0.038623809814453125","0.013793141581118109","0.012703180313110352","0.006985902786254883","0.004462604410946369","0.038915395736694336","0.014062776230275633","0.012956619262695312","0.007261753082275391","0.004454030189663172","0.0007295608520507812","0.0002696347364690155","0.00024437904357910156","0.00023794174194335935","0.00008099622937152162","0.0074121952056884766","0.00022180557425599545","0.0001747608184814453","0.00009298324584960938","0.0007276653777807951","0.0074121952056884766","0.00022180557425599545","0.0001747608184814453","0.00009298324584960938","0.0007276653777807951","0.019890546798706055","0.012464954517781734","0.012129545211791992","0.009581565856933594","0.0016510786954313517","0.0003981590270996094","0.00006498336733784527","0.00006866455078125","0.00004100799560546875","0.00003895884947269224","0.0003981590270996094","0.00006498336733784527","0.00006866455078125","0.00004100799560546875","0.00003895884947269224",""
"pytorch-benchmark-B10-N1-dtypetorch.float32-modenormal","finished","-","evolvingfungus","","2023-10-16T18:20:45.000Z","9","","1","torch.float32","pytorch","10","normal","0.021342039108276367","0.002289557363837958","0.0021393299102783203","0.0016393661499023438","0.0019322551088407636","0.00571894645690918","0.0007996201748028398","0.000732421875","0.0007042884826660156","0.0004996393690817058","0.0007812976837158203","0.0003130793629679829","0.0003001689910888672","0.0002961158752441406","0.000053019401093479246","0.0013844966888427734","0.0005366778350435197","0.0005159378051757812","0.0005092620849609375","0.00009247449634131044","0.0006031990051269531","0.00022359848662745208","0.0002160072326660156","0.00021219253540039065","0.000042802043026313186","0.015622854232788086","0.0002323007647646591","0.00007486343383789062","0.00007343292236328125","0.0015546544454991815","0.015622854232788086","0.0002323007647646591","0.00007486343383789062","0.00007343292236328125","0.0015546544454991815","0.015623092651367188","0.0014899373054504397","0.0014100074768066406","0.000926494598388672","0.0014370318967849016","0.0003285408020019531","0.000044505595724331215","0.000039577484130859375","0.00003814697265625","0.00003086924698436633","0.0003285408020019531","0.000044505595724331215","0.000039577484130859375","0.00003814697265625","0.00003086924698436633",""
"pytorch-benchmark-B1-N1-dtype<class 'jax.numpy.float32'>-modejit-typefour_conv","finished","-","evolvingfungus","","2023-10-16T18:20:41.000Z","14","","1","jax.numpy.float32","jax","1","","0.0014963150024414062","0.001119532585144043","0.0011048316955566406","0.0009615421295166016","0.00006703618389615533","0.0014963150024414062","0.001119532585144043","0.0011048316955566406","0.0009615421295166016","0.00006703618389615533","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B1-N500-dtypetorch.float32-modenormal","finished","-","evolvingfungus","","2023-10-16T18:20:30.000Z","13","","500","torch.float32","pytorch","1","normal","0.036546945571899414","0.022794919088482857","0.021862030029296875","0.021372079849243164","0.0023807925172150135","0.008881330490112305","0.0006647753762081265","0.0004937648773193359","0.00045418739318847656","0.0008820151560939848","0.01917862892150879","0.012948277406394482","0.012717008590698242","0.0075225830078125","0.002256331965327263","0.019417524337768555","0.013199861161410809","0.012961149215698242","0.007783651351928711","0.0022517298348248005","0.0003426074981689453","0.00025158404605463147","0.0002472400665283203","0.0002388954162597656","0.000014445572560362052","0.003429889678955078","0.000122661585919559","0.00007319450378417969","0.00007152557373046875","0.00033573195105418563","0.003429889678955078","0.000122661585919559","0.00007319450378417969","0.00007152557373046875","0.00033573195105418563","0.03596186637878418","0.022130142897367477","0.02132248878479004","0.014997482299804688","0.0025067212991416454","0.0004105567932128906","0.000077946184319444","0.000072479248046875","0.00007081031799316406","0.00003397694308659993","0.0004105567932128906","0.000077946184319444","0.000072479248046875","0.00007081031799316406","0.00003397694308659993",""
"pytorch-benchmark-B1-N1-dtype<class 'jax.numpy.float32'>-modejit-type('four_mlp',)","finished","-","evolvingfungus","","2023-10-16T18:20:24.000Z","7","","1","jax.numpy.float32","jax","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B1-N100-dtypetorch.float32-modenormal","finished","-","evolvingfungus","","2023-10-16T18:20:17.000Z","10","","100","torch.float32","pytorch","1","normal","0.019458770751953125","0.013335674069821836","0.012967348098754885","0.008929967880249023","0.001760240993462503","0.01053142547607422","0.0006407547043636441","0.0004646778106689453","0.00045228004455566406","0.0010467490646988151","0.02250814437866211","0.0133007625117898","0.012710809707641602","0.007025480270385742","0.002888763323426246","0.022763729095458984","0.013575470075011252","0.012965917587280272","0.007279157638549805","0.002877745544537902","0.0006895065307617188","0.0002747082617133856","0.00025081634521484375","0.0002434253692626953","0.00008173249807441607","0.004584312438964844","0.00018915414693765345","0.00016808509826660156","0.000072479248046875","0.0004497844784054905","0.004584312438964844","0.00018915414693765345","0.00016808509826660156","0.000072479248046875","0.0004497844784054905","0.01898193359375","0.012694919481873512","0.012497663497924805","0.007916450500488281","0.0018040176946669817","0.0003998279571533203","0.00007098436617525294","0.00007176399230957031","0.0000362396240234375","0.00003660734728327952","0.0003998279571533203","0.00007098436617525294","0.00007176399230957031","0.0000362396240234375","0.00003660734728327952",""
"pytorch-benchmark-B1-N50-dtypetorch.float32-modenormal","finished","-","evolvingfungus","","2023-10-16T18:20:05.000Z","10","","50","torch.float32","pytorch","1","normal","0.022986412048339844","0.013319258578121662","0.012868881225585938","0.0077667236328125","0.0030535103287547827","0.01079869270324707","0.0006898141000419855","0.0005102157592773438","0.00045228004455566406","0.0010411633411422372","0.01917695999145508","0.012948324903845789","0.012706756591796877","0.006896257400512695","0.002568773692473769","0.01942157745361328","0.013211285695433617","0.012958049774169922","0.0071430206298828125","0.0025454694405198097","0.0007317066192626953","0.0002629613736644387","0.0002453327178955078","0.0002391338348388672","0.00006517567089758813","0.0030884742736816406","0.00013766765187028795","0.00009465217590332033","0.00009226799011230467","0.0002989458735100925","0.0030884742736816406","0.00013766765187028795","0.00009465217590332033","0.00009226799011230467","0.0002989458735100925","0.02248549461364746","0.01262944471091032","0.012356281280517578","0.007253408432006836","0.003024974837899208","0.0028247833251953125","0.00008488416642649099","0.00004673004150390625","0.00004482269287109375","0.0002771418949123472","0.0028247833251953125","0.00008488416642649099","0.00004673004150390625","0.00004482269287109375","0.0002771418949123472",""
"pytorch-benchmark-B1-N1-dtype<class 'jax.numpy.float32'>-modejit-type('single_conv',)","finished","-","evolvingfungus","","2023-10-16T18:20:05.000Z","8","","1","jax.numpy.float32","jax","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B1-N10-dtypetorch.float32-modenormal","finished","-","evolvingfungus","","2023-10-16T18:19:54.000Z","8","","10","torch.float32","pytorch","1","normal","0.01973700523376465","0.0014082312118262053","0.0012333393096923828","0.0008857250213623047","0.0018542457837611437","0.009409189224243164","0.0005046248552389443","0.0004038810729980469","0.0003933906555175781","0.0009000392165035009","0.0006711483001708984","0.0004737162671517581","0.00046634674072265625","0.00028443336486816406","0.00004136941061005928","0.0009865760803222656","0.0006815838860347867","0.0006709098815917969","0.000484466552734375","0.00005410689846030437","0.0003228187561035156","0.00020786761888302865","0.00020265579223632812","0.0001990795135498047","0.000018138467567041516","0.0024945735931396484","0.00010041475616162644","0.00007653236389160156","0.00006413459777832031","0.00024196701997425407","0.0024945735931396484","0.00010041475616162644","0.00007653236389160156","0.00006413459777832031","0.00024196701997425407","0.010327816009521484","0.000903606414794922","0.0008289813995361328","0.0004756450653076172","0.0009566510561853648","0.0031638145446777344","0.00006752014451194555","0.00003552436828613281","0.000033855438232421875","0.0003127792151644826","0.0031638145446777344","0.00006752014451194555","0.00003552436828613281","0.000033855438232421875","0.0003127792151644826",""
"pytorch-benchmark-B1-N1-dtype<class 'jax.numpy.float32'>-modejit-type('single_mlp',)","finished","-","evolvingfungus","","2023-10-16T18:19:45.000Z","9","","1","jax.numpy.float32","jax","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B1-N1-dtypetorch.float32-modenormal","finished","-","evolvingfungus","","2023-10-16T18:19:41.000Z","11","","1","torch.float32","pytorch","1","normal","0.09701657295227052","0.0017722726333886385","0.0007579326629638672","0.0007462501525878906","0.009621758945286274","0.04011225700378418","0.0008105850429274142","0.0003807544708251953","0.0003743171691894531","0.003971300087869167","0.0005140304565429688","0.0004433011927176267","0.0004627704620361328","0.00025081634521484375","0.0000667626372887753","0.0007975101470947266","0.0006707406137138605","0.0006926059722900391","0.0004515647888183594","0.00006946494977455586","0.0004506111145019531","0.0002274394064443186","0.0002341270446777344","0.0001995563507080078","0.000032414111046819016","0.0659017562866211","0.000736718182452023","0.00007581710815429688","0.00007390975952148438","0.006582347676157951","0.0659017562866211","0.000736718182452023","0.00007581710815429688","0.00007390975952148438","0.006582347676157951","0.05690431594848633","0.0009616875904612244","0.0003764629364013672","0.0003688335418701172","0.00565095990896225","0.03425097465515137","0.00037926912773400545","0.00003457069396972656","0.00003337860107421875","0.0034214286133646965","0.03425097465515137","0.00037926912773400545","0.00003457069396972656","0.00003337860107421875","0.0034214286133646965",""
"pytorch-benchmark-B50-N50-dtypetorch.float16-modescript","finished","-","evolvingfungus","","2023-10-16T18:14:41.000Z","139","","50","torch.float16","pytorch","50","script","0.15395617485046387","0.11438560485839844","0.11264586448669434","0.10332345962524414","0.006276737432926893","0.008580446243286133","0.0017864892724901438","0.0016956329345703125","0.0012979507446289062","0.00045459766988642514","0.05887484550476074","0.013722890987992288","0.012818098068237305","0.009847640991210938","0.002705840626731515","0.05918240547180176","0.014012323692440988","0.01307988166809082","0.010116338729858398","0.002706316066905856","0.0006031990051269531","0.00028943203506059945","0.000263214111328125","0.00023674964904785156","0.00007073142478475347","0.0010421276092529297","0.0005622889730148017","0.0008561611175537109","0.000080108642578125","0.00037362254806794226","0.0010421276092529297","0.0005622889730148017","0.0008561611175537109","0.000080108642578125","0.00037362254806794226","0.15238189697265625","0.11259911954402924","0.11079955101013184","0.10119152069091795","0.006273909006267786","0.0003795623779296875","0.00011799192725447938","0.00003337860107421875","0.000027418136596679688","0.00010607126750983298","0.0003795623779296875","0.00011799192725447938","0.00003337860107421875","0.000027418136596679688","0.00010607126750983298",""
"pytorch-benchmark-B50-N10-dtypetorch.float16-modescript","finished","-","evolvingfungus","","2023-10-16T18:13:53.000Z","46","","10","torch.float16","pytorch","50","script","0.03968048095703125","0.024762025102972984","0.024085283279418945","0.0220339298248291","0.00251420633867383","0.004182338714599609","0.0022514916490763426","0.0023376941680908203","0.001663923263549805","0.0002837219217326492","0.02144765853881836","0.013074979186058044","0.01278066635131836","0.0075473785400390625","0.0014526979066431522","0.0216827392578125","0.013340391218662262","0.013026237487792969","0.007810831069946289","0.0014494950883090496","0.0013175010681152344","0.0002654130512382835","0.00024247169494628904","0.00022983551025390625","0.0000884467299329117","0.00029850006103515625","0.0001043236261466518","0.00010323524475097656","0.00008726119995117188","0.000007113932952051982","0.00029850006103515625","0.0001043236261466518","0.00010323524475097656","0.00008726119995117188","0.000007113932952051982","0.03721261024475098","0.022510534152388573","0.02180624008178711","0.019965171813964844","0.0024404090363532305","0.00016927719116210938","0.00003802800347330049","0.000037670135498046875","0.0000362396240234375","0.000004547322987491498","0.00016927719116210938","0.00003802800347330049","0.000037670135498046875","0.0000362396240234375","0.000004547322987491498",""
"pytorch-benchmark-B50-N1-dtypetorch.float16-modescript","finished","-","evolvingfungus","","2023-10-16T18:13:13.000Z","37","","1","torch.float16","pytorch","50","script","0.022917509078979492","0.01338514033704996","0.012937068939208984","0.004927396774291992","0.001656645559705794","0.003271341323852539","0.002316536847501993","0.002323627471923828","0.0018568038940429688","0.0002138025447493419","0.021839141845703125","0.013018961995840073","0.012713909149169922","0.007227659225463867","0.002076871227473021","0.022077560424804688","0.013290882110595705","0.012962579727172852","0.0074727535247802734","0.0020515795331448317","0.0067517757415771484","0.00027191947447136045","0.0002422332763671875","0.0002262592315673828","0.00023091402545105663","0.00032448768615722656","0.00008081889245659113","0.00007963180541992188","0.00007772445678710938","0.000008616596460342407","0.00032448768615722656","0.00008081889245659113","0.00007963180541992188","0.00007772445678710938","0.000008616596460342407","0.020633220672607425","0.011068603955209255","0.01065659523010254","0.002421140670776367","0.0016640471294522283","0.0002002716064453125","0.000036122321034781635","0.000035762786865234375","0.00003457069396972656","0.000005552360107685672","0.0002002716064453125","0.000036122321034781635","0.000035762786865234375","0.00003457069396972656","0.000005552360107685672",""
"pytorch-benchmark-B10-N500-dtypetorch.float16-modescript","finished","-","evolvingfungus","","2023-10-16T18:07:49.000Z","322","","500","torch.float16","pytorch","10","script","0.37409377098083496","0.2597028315067291","0.25058770179748535","0.23591995239257812","0.01771383546292782","0.008982658386230469","0.0011263696942478418","0.0010523796081542969","0.0007436275482177734","0.0006146313389763236","0.08390235900878906","0.051707442849874496","0.04833030700683594","0.03647661209106445","0.00958969723433256","0.0842587947845459","0.05208175629377365","0.048682451248168945","0.036914825439453125","0.009606396779417992","0.0009963512420654297","0.00037431169766932726","0.00034046173095703125","0.00025916099548339844","0.00010671686322893947","0.002094030380249023","0.0012565949000418186","0.0018999576568603516","0.00009822845458984376","0.0008701410260982811","0.002094030380249023","0.0012565949000418186","0.0018999576568603516","0.00009822845458984376","0.0008701410260982811","0.3724668025970459","0.2585764229297638","0.2494406700134277","0.23478007316589355","0.017664114013314247","0.0005023479461669922","0.00011972498759860172","0.000035762786865234375","0.000028848648071289062","0.00010600317182252184","0.0005023479461669922","0.00011972498759860172","0.000035762786865234375","0.000028848648071289062","0.00010600317182252184",""
"pytorch-benchmark-B10-N100-dtypetorch.float16-modescript","finished","-","evolvingfungus","","2023-10-16T18:06:27.000Z","79","","100","torch.float16","pytorch","10","script","0.06896591186523438","0.05633873492479324","0.05624985694885254","0.05219531059265137","0.003033500164747238","0.007266998291015625","0.000910486443899572","0.0008699893951416016","0.0007240772247314453","0.0003742364642675966","0.03615665435791016","0.013144667260348797","0.012691259384155272","0.007762670516967773","0.0020232440438121557","0.036646127700805664","0.013410313054919245","0.01293802261352539","0.008044004440307617","0.0020236053969711065","0.0009450912475585938","0.0002656445431057364","0.00024628639221191406","0.0002341270446777344","0.00006240911898203194","0.0004887580871582031","0.00017894864140544087","0.00010371208190917967","0.00008535385131835938","0.00009231530566466972","0.0004887580871582031","0.00017894864140544087","0.00010371208190917967","0.00008535385131835938","0.00009231530566466972","0.06770110130310059","0.05542824789881706","0.05536532402038574","0.049962520599365234","0.003019806696102023","0.00045228004455566406","0.00011726665252353996","0.00003600120544433594","0.00003409385681152344","0.00010200063843512908","0.00045228004455566406","0.00011726665252353996","0.00003600120544433594","0.00003409385681152344","0.00010200063843512908",""
"pytorch-benchmark-B10-N50-dtypetorch.float16-modescript","finished","-","evolvingfungus","","2023-10-16T18:05:32.000Z","53","","50","torch.float16","pytorch","10","script","0.04441118240356445","0.031314678490161896","0.03137397766113281","0.028815269470214844","0.001617484027519822","0.007592439651489258","0.0008801710791885853","0.0008299350738525391","0.00069427490234375","0.0002619475999381393","0.03380751609802246","0.013161573559045792","0.012733697891235352","0.007510185241699219","0.0019867420196533203","0.034160614013671875","0.01344174426048994","0.01299905776977539","0.007765293121337891","0.001985885901376605","0.00276947021484375","0.0002801699738483876","0.00025463104248046875","0.00023484230041503904","0.00010658983228495345","0.00042057037353515625","0.00010437011951580644","0.00010323524475097656","0.0000858306884765625","0.000018103397451341152","0.00042057037353515625","0.00010437011951580644","0.00010323524475097656","0.0000858306884765625","0.000018103397451341152","0.04366278648376465","0.0304345078766346","0.03049015998840332","0.02397751808166504","0.0016258726827800274","0.0003964900970458984","0.00011697125592036171","0.00004363059997558594","0.00003600120544433594","0.0000996063681668602","0.0003964900970458984","0.00011697125592036171","0.00004363059997558594","0.00003600120544433594","0.0000996063681668602",""
