"Name","State","Notes","User","Tags","Created","Runtime","Sweep","batch_size","dtype","framework","num_models","mode","ConvNet with Global Pooling Benchmark Time.combined.max","ConvNet with Global Pooling Benchmark Time.combined.mean","ConvNet with Global Pooling Benchmark Time.combined.median","ConvNet with Global Pooling Benchmark Time.combined.min","ConvNet with Global Pooling Benchmark Time.combined.std","ConvNet with Global Pooling Benchmark Time.fprop.max","ConvNet with Global Pooling Benchmark Time.fprop.mean","ConvNet with Global Pooling Benchmark Time.fprop.median","ConvNet with Global Pooling Benchmark Time.fprop.min","ConvNet with Global Pooling Benchmark Time.fprop.std","4-layer MLP Benchmark Time.bprop.max","4-layer MLP Benchmark Time.bprop.mean","4-layer MLP Benchmark Time.bprop.median","4-layer MLP Benchmark Time.bprop.min","4-layer MLP Benchmark Time.bprop.std","4-layer MLP Benchmark Time.combined.max","4-layer MLP Benchmark Time.combined.mean","4-layer MLP Benchmark Time.combined.median","4-layer MLP Benchmark Time.combined.min","4-layer MLP Benchmark Time.combined.std","4-layer MLP Benchmark Time.fprop.max","4-layer MLP Benchmark Time.fprop.mean","4-layer MLP Benchmark Time.fprop.median","4-layer MLP Benchmark Time.fprop.min","4-layer MLP Benchmark Time.fprop.std","Conv Layer Benchmark Time.combined.max","Conv Layer Benchmark Time.combined.mean","Conv Layer Benchmark Time.combined.median","Conv Layer Benchmark Time.combined.min","Conv Layer Benchmark Time.combined.std","Conv Layer Benchmark Time.fprop.max","Conv Layer Benchmark Time.fprop.mean","Conv Layer Benchmark Time.fprop.median","Conv Layer Benchmark Time.fprop.min","Conv Layer Benchmark Time.fprop.std","ConvNet with Global Pooling Benchmark Time.bprop.max","ConvNet with Global Pooling Benchmark Time.bprop.mean","ConvNet with Global Pooling Benchmark Time.bprop.median","ConvNet with Global Pooling Benchmark Time.bprop.min","ConvNet with Global Pooling Benchmark Time.bprop.std","MLP Benchmark Time.combined.max","MLP Benchmark Time.combined.mean","MLP Benchmark Time.combined.median","MLP Benchmark Time.combined.min","MLP Benchmark Time.combined.std","MLP Benchmark Time.fprop.max","MLP Benchmark Time.fprop.mean","MLP Benchmark Time.fprop.median","MLP Benchmark Time.fprop.min","MLP Benchmark Time.fprop.std","error"
"pytorch-benchmark-B1-N10-dtypetorch.float16-modetrace","finished","-","evolvingfungus","","2023-10-16T18:47:35.000Z","9","","10","torch.float16","pytorch","1","trace","0.0027358531951904297","0.0010880756890401244","0.0010628700256347656","0.000989675521850586","0.0001845446677180007","0.0012369155883789062","0.0005009198212064803","0.000476837158203125","0.0004703998565673828","0.00009263993706554174","0.0003862380981445313","0.00032449723221361637","0.0003197193145751953","0.0003161430358886719","0.00001410462300555082","0.0006465911865234375","0.0005566835170611739","0.0005507469177246094","0.0005433559417724609","0.000017943706552614458","0.0002734661102294922","0.000232186313951388","0.0002300739288330078","0.0002264976501464844","0.000006644427230639849","0.00025463104248046875","0.00014302015188150108","0.0001595020294189453","0.0000965595245361328","0.00003369911064510234","0.00025463104248046875","0.00014302015188150108","0.0001595020294189453","0.0000965595245361328","0.00003369911064510234","0.0014989376068115234","0.0005871558096259832","0.0005857944488525391","0.0005142688751220703","0.00009916830458678304","0.000278472900390625","0.00006295919592957944","0.00004863739013671875","0.00004410743713378906","0.000030340872399392534","0.000278472900390625","0.00006295919592957944","0.00004863739013671875","0.00004410743713378906","0.000030340872399392534",""
"pytorch-benchmark-B100-N10-dtype<class 'jax.numpy.float32'>-modejit-type('single_mlp',)","finished","-","evolvingfungus","","2023-10-16T18:47:35.000Z","8","","10","jax.numpy.float32","jax","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B1-N1-dtypetorch.float16-modetrace","finished","-","evolvingfungus","","2023-10-16T18:47:24.000Z","9","","1","torch.float16","pytorch","1","trace","0.0021584033966064453","0.0011416507186368108","0.0010635852813720703","0.001038312911987305","0.00015246414113789797","0.0007414817810058594","0.0005000209785066545","0.0004947185516357422","0.00048732757568359375","0.000027136780772707425","0.0006921291351318359","0.00045269011752679944","0.00048613548278808594","0.0003063678741455078","0.00006837658293079585","0.0009620189666748048","0.0007091903826221824","0.0007390975952148438","0.0005447864532470703","0.00007040811760816723","0.0004298686981201172","0.00025650023599155247","0.00025343894958496094","0.00021696090698242188","0.00002167147067666519","0.00026988983154296875","0.00008787393744569272","0.00008392333984375","0.00008249282836914062","0.000019170540326740593","0.00026988983154296875","0.00008787393744569272","0.00008392333984375","0.00008249282836914062","0.000019170540326740593","0.001416921615600586","0.0006416296819224954","0.0005662441253662109","0.0005507469177246094","0.00013644165301229805","0.0002181529998779297","0.00004027366594527848","0.00003743171691894531","0.0000362396240234375","0.00001828361564548686","0.0002181529998779297","0.00004027366594527848","0.00003743171691894531","0.0000362396240234375","0.00001828361564548686",""
"pytorch-benchmark-B100-N500-dtypetorch.float16-modenormal","finished","-","evolvingfungus","","2023-10-16T18:47:08.000Z","13","","500","torch.float16","pytorch","100","normal","","","","","","","","","","","","","","","","","","","","","","","","","","0.00025773048400878906","0.00010662555723683909","0.00010395050048828124","0.00010228157043457033","0.00001576233444211539","0.00025773048400878906","0.00010662555723683909","0.00010395050048828124","0.00010228157043457033","0.00001576233444211539","","","","","","0.0001461505889892578","0.000038344860513461754","0.000036716461181640625","0.00003552436828613281","0.000011222853572689928","0.0001461505889892578","0.000038344860513461754","0.000036716461181640625","0.00003552436828613281","0.000011222853572689928","CUDA out of memory. Tried to allocate 18.69 GiB. GPU 0 has a total capacty of 47.51 GiB of which 5.30 GiB is free. Including non-PyTorch memory, this process has 42.20 GiB memory in use. Of the allocated memory 31.37 GiB is allocated by PyTorch, and 10.30 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting max_split_size_mb to avoid fragmentation.  See documentation for Memory Management and PYTORCH_CUDA_ALLOC_CONF"
"pytorch-benchmark-B100-N1-dtype<class 'jax.numpy.float32'>-modejit-typefour_conv","finished","-","evolvingfungus","","2023-10-16T18:47:05.000Z","20","","1","jax.numpy.float32","jax","100","","0.0033457279205322266","0.0026482295989990233","0.002626657485961914","0.0024843215942382812","0.00009770342452967058","0.0033457279205322266","0.0026482295989990233","0.002626657485961914","0.0024843215942382812","0.00009770342452967058","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B100-N1-dtype<class 'jax.numpy.float32'>-modejit-type('four_mlp',)","finished","-","evolvingfungus","","2023-10-16T18:46:46.000Z","8","","1","jax.numpy.float32","jax","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B100-N1-dtype<class 'jax.numpy.float32'>-modejit-type('single_conv',)","finished","-","evolvingfungus","","2023-10-16T18:46:27.000Z","8","","1","jax.numpy.float32","jax","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B100-N1-dtype<class 'jax.numpy.float32'>-modejit-type('single_mlp',)","finished","-","evolvingfungus","","2023-10-16T18:46:09.000Z","8","","1","jax.numpy.float32","jax","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B100-N100-dtypetorch.float16-modenormal","finished","-","evolvingfungus","","2023-10-16T18:46:02.000Z","63","","100","torch.float16","pytorch","100","normal","0.5025064945220947","0.4402073621749878","0.43798089027404785","0.40538954734802246","0.019306499511003498","0.007434844970703125","0.003296289360150695","0.0030803680419921875","0.002331972122192383","0.0007263465085998178","0.14286112785339355","0.09496794641017914","0.08745861053466797","0.06852555274963379","0.019293375313282013","0.14366507530212402","0.09539762139320374","0.08790159225463867","0.06891107559204102","0.01928803324699402","0.0010898113250732422","0.00042967795161530375","0.0004086494445800781","0.00028252601623535156","0.00012802482524421066","0.0004680156707763672","0.00010098218626808376","0.0000896453857421875","0.00008749961853027344","0.000039156606362666935","0.0004680156707763672","0.00010098218626808376","0.0000896453857421875","0.00008749961853027344","0.000039156606362666935","0.5001277923583984","0.4369110465049744","0.43476176261901855","0.40030813217163086","0.019411243498325348","0.00020003318786621096","0.000038843154470669106","0.00003647804260253906","0.000030994415283203125","0.0000166020545293577","0.00020003318786621096","0.000038843154470669106","0.00003647804260253906","0.000030994415283203125","0.0000166020545293577",""
"pytorch-benchmark-B100-N50-dtypetorch.float16-modenormal","finished","-","evolvingfungus","","2023-10-16T18:45:23.000Z","37","","50","torch.float16","pytorch","100","normal","0.27303600311279297","0.23131634294986725","0.23159575462341309","0.20163249969482425","0.020609630271792412","0.00537562370300293","0.0027681326027959585","0.002727031707763672","0.0021522045135498047","0.0004668225010391325","0.08363866806030273","0.04451106116175651","0.047087669372558594","0.013181924819946287","0.014170036651194096","0.08400249481201172","0.04484526813030243","0.04736995697021485","0.013494253158569336","0.014167025685310364","0.0007338523864746094","0.00033420801628381014","0.00029540061950683594","0.00026679039001464844","0.00009471517114434393","0.0004224777221679687","0.00010432481940370052","0.00010013580322265624","0.0000979900360107422","0.00003252231908845715","0.0004224777221679687","0.00010432481940370052","0.00010013580322265624","0.0000979900360107422","0.00003252231908845715","0.2707231044769287","0.22854819893836975","0.22852110862731936","0.19813299179077148","0.020643284544348717","0.00022220611572265625","0.000038392543501686305","0.00003600120544433594","0.00003504753112792969","0.000018738946891971864","0.00022220611572265625","0.000038392543501686305","0.00003600120544433594","0.00003504753112792969","0.000018738946891971864",""
"pytorch-benchmark-B100-N10-dtypetorch.float16-modenormal","finished","-","evolvingfungus","","2023-10-16T18:45:05.000Z","15","","10","torch.float16","pytorch","100","normal","0.05925726890563965","0.04011204093694687","0.03882026672363281","0.037155866622924805","0.0034833247773349285","0.007556438446044922","0.0034049535170197487","0.0031583309173583984","0.002864837646484375","0.000624562322627753","0.03627157211303711","0.01357739232480526","0.012663125991821287","0.008728981018066406","0.0030752418097108603","0.03704190254211426","0.013862166553735731","0.012901067733764648","0.009444236755371094","0.0031207178253680468","0.0008318424224853516","0.0002847743162419647","0.0002434253692626953","0.0002377033233642578","0.00010850775288417935","0.0003199577331542969","0.00010066270624520256","0.00010085105895996094","0.00008368492126464844","0.000024739019863773137","0.0003199577331542969","0.00010066270624520256","0.00010085105895996094","0.00008368492126464844","0.000024739019863773137","0.055565595626831055","0.036707088351249695","0.03552842140197754","0.03294849395751953","0.0034706618171185255","0.0002300739288330078","0.00004085302498424426","0.000036716461181640625","0.00003552436828613281","0.000023185068130260333","0.0002300739288330078","0.00004085302498424426","0.000036716461181640625","0.00003552436828613281","0.000023185068130260333",""
"pytorch-benchmark-B50-N500-dtype<class 'jax.numpy.float32'>-modejit-type('four_mlp',)","finished","-","evolvingfungus","","2023-10-16T18:44:57.000Z","8","","500","jax.numpy.float32","jax","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B100-N1-dtypetorch.float16-modenormal","finished","-","evolvingfungus","","2023-10-16T18:44:49.000Z","13","","1","torch.float16","pytorch","100","normal","0.04503583908081055","0.01464894972741604","0.014101266860961914","0.007742404937744141","0.004272894933819771","0.008043289184570312","0.003923473414033651","0.0040547847747802734","0.003272533416748047","0.0006341072148643434","0.04713749885559082","0.013715698383748531","0.012679576873779295","0.007822275161743164","0.004492530599236488","0.047446489334106445","0.013985970057547092","0.012929677963256836","0.008358955383300781","0.004497822839766741","0.0006287097930908203","0.00027027129544876516","0.0002446174621582031","0.0002312660217285156","0.00007682610885240138","0.00020456314086914065","0.00008398294448852539","0.00008130073547363281","0.00007963180541992188","0.00001276218972634524","0.00020456314086914065","0.00008398294448852539","0.00008130073547363281","0.00007963180541992188","0.00001276218972634524","0.04067087173461914","0.010725476779043674","0.009928464889526367","0.0037932395935058594","0.004145725164562464","0.00024127960205078125","0.00004096746488357894","0.0000362396240234375","0.000034809112548828125","0.000025902900233631954","0.00024127960205078125","0.00004096746488357894","0.0000362396240234375","0.000034809112548828125","0.000025902900233631954",""
"pytorch-benchmark-B50-N500-dtype<class 'jax.numpy.float32'>-modejit-type('single_conv',)","finished","-","evolvingfungus","","2023-10-16T18:44:39.000Z","8","","500","jax.numpy.float32","jax","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B50-N500-dtypetorch.float16-modenormal","finished","-","evolvingfungus","","2023-10-16T18:44:34.000Z","13","","500","torch.float16","pytorch","50","normal","","","","","","","","","","","","","","","","","","","","","","","","","","0.0003325939178466797","0.00010747671331046148","0.00010275840759277344","0.00009942054748535156","0.000029500137316063046","0.0003325939178466797","0.00010747671331046148","0.00010275840759277344","0.00009942054748535156","0.000029500137316063046","","","","","","0.00016880035400390625","0.00003906488564098254","0.00003695487976074219","0.00003600120544433594","0.00001340878770861309","0.00016880035400390625","0.00003906488564098254","0.00003695487976074219","0.00003600120544433594","0.00001340878770861309","CUDA out of memory. Tried to allocate 16.12 GiB. GPU 0 has a total capacty of 47.51 GiB of which 5.31 GiB is free. Including non-PyTorch memory, this process has 42.19 GiB memory in use. Of the allocated memory 31.81 GiB is allocated by PyTorch, and 9.86 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting max_split_size_mb to avoid fragmentation.  See documentation for Memory Management and PYTORCH_CUDA_ALLOC_CONF"
"pytorch-benchmark-B50-N500-dtype<class 'jax.numpy.float32'>-modejit-type('single_mlp',)","finished","-","evolvingfungus","","2023-10-16T18:44:20.000Z","8","","500","jax.numpy.float32","jax","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B50-N100-dtypetorch.float16-modenormal","finished","-","evolvingfungus","","2023-10-16T18:43:52.000Z","39","","100","torch.float16","pytorch","50","normal","0.2498037815093994","0.23406051099300385","0.23900079727172852","0.20569419860839844","0.01205585803836584","0.005151510238647461","0.0019995165057480335","0.00189971923828125","0.0015845298767089844","0.0004674132214859128","0.0762028694152832","0.05157557502388954","0.04686117172241211","0.03760266304016113","0.009989396668970583","0.07651853561401367","0.05190678685903549","0.047133445739746094","0.037874698638916016","0.009993541054427624","0.0006177425384521484","0.0003312134649604559","0.0003123283386230469","0.0002658367156982422","0.00006864001625217497","0.00025844573974609375","0.0001036071771522984","0.00010085105895996094","0.00009870529174804688","0.00001622783747734502","0.00025844573974609375","0.0001036071771522984","0.00010085105895996094","0.00009870529174804688","0.00001622783747734502","0.24764728546142575","0.2320609986782074","0.2369227409362793","0.20256996154785156","0.012083056382834911","0.0001537799835205078","0.0000384974482585676","0.00003647804260253906","0.00003552436828613281","0.000012060154404025523","0.0001537799835205078","0.0000384974482585676","0.00003647804260253906","0.00003552436828613281","0.000012060154404025523",""
"pytorch-benchmark-B50-N50-dtypetorch.float16-modenormal","finished","-","evolvingfungus","","2023-10-16T18:43:29.000Z","21","","50","torch.float16","pytorch","50","normal","0.1395735740661621","0.11373639851808548","0.11072134971618652","0.10334444046020508","0.008221845142543316","0.0031795501708984375","0.001931099919602275","0.0018143653869628904","0.0014028549194335938","0.0003426301118452102","0.019545793533325195","0.013453743420541286","0.01277756690979004","0.010523796081542969","0.001864596619270742","0.019829988479614254","0.013743865303695202","0.01304912567138672","0.010794639587402344","0.0018682085210457444","0.0005598068237304688","0.0002901220286730677","0.0002651214599609375","0.0002429485321044922","0.0000669379805913195","0.0002911090850830078","0.0001020264608087018","0.00009918212890625","0.0000972747802734375","0.000019555058315745555","0.0002911090850830078","0.0001020264608087018","0.00009918212890625","0.0000972747802734375","0.000019555058315745555","0.13752174377441406","0.11180530488491058","0.10884284973144533","0.10158038139343262","0.00820226687937975","0.0002720355987548828","0.00004064798486069776","0.000035762786865234375","0.00003457069396972656","0.000029751859983662143","0.0002720355987548828","0.00004064798486069776","0.000035762786865234375","0.00003457069396972656","0.000029751859983662143",""
